epoch,train_loss,val_loss,val_auroc,elapsed_sec
1,1.8199870837231478,0.9917675256729126,0.71875,7.576620578765869
2,0.9066442067424456,0.6980772614479065,0.6212500000000001,10.48672342300415
3,0.663559774061044,0.537157416343689,0.74625,15.308574199676514
4,0.6325577894846598,0.5265525579452515,0.745,24.81607723236084
5,0.5586940785249074,0.5898324847221375,0.7306249999999999,34.303631067276
6,0.4873405873775482,0.6005527377128601,0.71,37.14365577697754
7,0.46975752512613933,0.5059022903442383,0.76,39.977765798568726
8,0.4849261502424876,0.5095224380493164,0.74,42.80049753189087
9,0.4866548796494802,0.49753183126449585,0.7456250000000001,45.60659384727478
10,0.435568642616272,0.5455831289291382,0.725,48.42005896568298
11,0.48728047211964926,0.5834436416625977,0.7375,63.41983962059021
12,0.4918114185333252,0.47285258769989014,0.815,66.25445055961609
13,0.4741545855998993,0.4960901737213135,0.8137500000000001,69.09683609008789
14,0.4335007588068644,0.4710657298564911,0.8075000000000001,71.94384407997131
15,0.4337411761283875,0.48266857862472534,0.7799999999999999,78.0664074420929
16,0.4615493019421895,0.46597903966903687,0.821875,80.9248378276825
17,0.4509079813957214,0.6236963272094727,0.7550000000000001,83.79266619682312
18,0.4521529138088226,0.44701144099235535,0.8193750000000001,86.62190055847168
19,0.46723389625549316,0.46334123611450195,0.825,89.44982862472534
20,0.43907463749249775,0.4300427734851837,0.8600000000000001,92.32402420043945
21,0.4080923785765966,0.4552931785583496,0.87375,104.80514311790466
22,0.4085883508125941,0.4865700602531433,0.79375,108.95102000236511
23,0.4528772135575612,0.5020354390144348,0.82875,113.06359672546387
24,0.4990554690361023,0.6078559160232544,0.681875,117.19082069396973
25,0.4878819942474365,0.48404738306999207,0.7825,121.29126286506653
26,0.4192256212234497,0.5020835399627686,0.75125,125.43322587013245
27,0.46069956620534264,0.5119781494140625,0.77,129.8239622116089
28,0.44170265992482505,0.602056086063385,0.7875,133.95443892478943
29,0.49627707799275717,0.5035966038703918,0.7943749999999999,138.0827775001526
30,0.4330572456121445,0.5092767477035522,0.74625,142.19404554367065
31,0.4490544160207113,0.49045631289482117,0.7825,146.3056559562683
