epoch,train_loss,val_loss,val_auroc,elapsed_sec
1,1.8043872475624085,0.5523881316184998,0.70625,9.649817943572998
2,0.965309989452362,0.6674032211303711,0.63125,18.156547784805298
3,0.8427083710829417,0.5654183626174927,0.7337500000000001,26.68505072593689
4,0.6695148825645447,0.5306073427200317,0.69625,35.55443263053894
5,0.5969094733397166,0.8173072934150696,0.638125,84.00447201728821
6,0.5857682247956594,0.555321455001831,0.72875,141.05911803245544
7,0.6088473240534464,0.5861163139343262,0.68375,199.653404712677
8,0.5445611298084259,0.6441733241081238,0.6775,257.47857308387756
9,0.4850969950358073,0.6641043424606323,0.7668750000000001,315.2254099845886
10,0.47463319698969525,0.5801093578338623,0.695,366.3916130065918
11,0.4553274770577749,0.6774415373802185,0.7037500000000001,416.78590273857117
12,0.4929730534553528,0.5725570321083069,0.73875,466.8988444805145
13,0.45543349782625836,0.6596059799194336,0.6868749999999999,516.3873660564423
14,0.4527034550905228,0.5351412296295166,0.748125,566.2994980812073
15,0.5458041469256083,0.4860081672668457,0.76375,616.5309672355652
16,0.45322388609250386,0.5218782424926758,0.775625,665.1979558467865
17,0.43867368102073667,0.5245394110679626,0.7350000000000001,713.5709102153778
18,0.4254683037598928,0.6000580191612244,0.779375,761.9418032169342
19,0.4511269191900889,0.6088770627975464,0.7750000000000001,816.0916965007782
20,0.44485000570615135,0.4976106584072113,0.7725000000000001,869.3685386180878
21,0.4522683004538218,0.5288636088371277,0.7675000000000001,923.5012471675873
22,0.4141840328772863,0.5374689102172852,0.745625,975.8079266548157
23,0.4258216182390849,0.49414098262786865,0.775,1026.8643181324005
24,0.43026721278826396,0.5056226253509521,0.790625,1077.9889612197876
25,0.42568828066190084,0.5527488589286804,0.7612500000000001,1129.9543714523315
26,0.40917573670546215,0.5305415987968445,0.7762500000000001,1179.7527236938477
27,0.4304852982362111,0.5373109579086304,0.83,1228.7352480888367
28,0.41021032134691876,0.5573509931564331,0.7525,1278.457275390625
29,0.4117158462603887,0.4924100339412689,0.8125,1327.1343636512756
30,0.39272072712580364,0.44084352254867554,0.8362499999999999,1379.1493990421295
31,0.3893093188603719,0.4500252306461334,0.8375000000000001,1432.182763338089
32,0.4246582011381785,0.44055914878845215,0.8381249999999999,1485.5561425685883
33,0.4056601196527481,0.408937931060791,0.88625,1538.8885505199432
34,0.38822452823321024,0.5419721007347107,0.79125,1591.7895948886871
35,0.38428281048933666,0.47793295979499817,0.79875,1644.7812161445618
36,0.3741740256547928,0.45354631543159485,0.8200000000000001,1696.9660949707031
37,0.41644449631373087,0.46405357122421265,0.8368749999999999,1748.2314240932465
38,0.42398253083229065,0.4382856488227844,0.824375,1799.5689220428467
39,0.39528711239496866,0.5117162466049194,0.8025000000000001,1850.824735403061
40,0.4069974720478058,0.4429813325405121,0.8537499999999999,1904.0563855171204
41,0.3721586833397547,0.4651746153831482,0.8306250000000001,1956.7545564174652
42,0.3908012499411901,0.47129347920417786,0.79625,2009.7662906646729
43,0.38746778964996337,0.45951080322265625,0.7949999999999999,2062.4953122138977
