epoch,train_loss,val_loss,val_auroc,elapsed_sec
1,1.1681719024976094,0.5151358842849731,0.6578631452581032,12.18656301498413
2,0.5714670161406199,0.4994314908981323,0.7166866746698679,25.917762756347656
3,0.5425348977247874,0.5041539072990417,0.7719087635054022,43.62238311767578
4,0.47905290126800537,0.5937182307243347,0.7334933973589435,59.38407850265503
5,0.5984356125195821,0.45899632573127747,0.7995198079231693,73.09511852264404
6,0.4793113599220912,0.4585074484348297,0.7887154861944778,88.14641261100769
7,0.48177539706230166,0.44434306025505066,0.8235294117647058,103.31388711929321
8,0.3968842297792435,0.48518359661102295,0.8259303721488596,116.17450904846191
9,0.3472206155459086,0.4119323492050171,0.8379351740696278,131.01695656776428
10,0.3366678198178609,0.44991186261177063,0.8055222088835534,146.02529954910278
11,0.3063642526666323,0.41763731837272644,0.82953181272509,158.93619179725647
12,0.2843130121628443,0.46670517325401306,0.8007202881152461,174.6205289363861
13,0.2514397536714872,0.46699896454811096,0.7995198079231693,192.00038290023804
14,0.24312814424435297,0.46478816866874695,0.8403361344537815,207.00667905807495
15,0.19583167483409245,0.4477304518222809,0.8211284513805522,223.534099817276
16,0.15266767293214797,0.4928836226463318,0.8343337334933975,240.20030188560486
17,0.17388378481070202,0.5146722197532654,0.858343337334934,254.7069685459137
18,0.16216938675691683,0.6388494372367859,0.7707082833133253,272.29062151908875
19,0.1450061631699403,0.5075556039810181,0.8559423769507803,288.85143089294434
20,0.08104063800225655,0.5790867805480957,0.8415366146458583,305.00374937057495
21,0.10598437301814556,0.496807724237442,0.8727490996398559,319.7178499698639
22,0.1526136080423991,0.5628330111503601,0.8583433373349338,331.3240900039673
23,0.15802540654937428,0.5626496076583862,0.8667466986794717,347.1231026649475
24,0.15221924657622973,0.6030870079994202,0.8403361344537814,359.7243299484253
25,0.14285174359877903,0.48049208521842957,0.8547418967587035,374.24233508110046
26,0.11865647633870442,0.49789729714393616,0.8451380552220888,390.7865467071533
27,0.084062699166437,0.7014649510383606,0.8067226890756303,405.4945123195648
28,0.10315543046842018,0.7564512491226196,0.8511404561824729,420.7411024570465
29,0.1412673616160949,0.8994684219360352,0.82953181272509,436.22814536094666
30,0.06261470844037831,0.6559779047966003,0.851140456182473,450.423978805542
31,0.04782475810497999,0.7101611495018005,0.8463385354141657,466.65396094322205
